time_published,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,lemmatized_summary,stemmed_summary,textblob_polarity,textblob_subjectivity,transformers_sentiment_label,transformers_sentiment_score
2024-12-11 13:20:12,0.193988,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.172713', 'ticker_sentiment_score': '-0.109702', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.172713', 'ticker_sentiment_score': '-0.109702', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'INTC', 'relevance_score': '0.843862', 'ticker_sentiment_score': '0.155254', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SPGI', 'relevance_score': '0.08687', 'ticker_sentiment_score': '-0.028465', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MCHP', 'relevance_score': '0.172713', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ASML', 'relevance_score': '0.172713', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSM', 'relevance_score': '0.172713', 'ticker_sentiment_score': '0.276079', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",Taiwan Semiconductor Manufacturing Co TSM founder Morris Chang tell Reuters Monday Intel Corp INTC focus develop artificial intelligence moat instead contract chipmaking . Chang 's comment follow Intel chief Pat Gelsinger 's departure fail impress ...,taiwan semiconductor manufactur Co tsm founder morri chang told reuter monday intel corp intc focus develop artifici intellig moat instead contract chipmaking. chang' comment follow intel chief pat gelsinger' departur fail impress ...,-0.55,0.65,NEGATIVE,0.9991877675056458
2024-12-11 12:38:44,0.16621,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.110209', 'ticker_sentiment_score': '0.106273', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.164656', 'ticker_sentiment_score': '0.071931', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.110209', 'ticker_sentiment_score': '0.106273', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.110209', 'ticker_sentiment_score': '0.106273', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.110209', 'ticker_sentiment_score': '0.106273', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.218325', 'ticker_sentiment_score': '0.208013', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","late last month , JPMorgan analyst state global region struggle various challenge , U.S. likely remain global growth leader . much bold assertion center artificial intelligence .","late last month, jpmorgan analyst state global region struggl variou challenges, u.s. like remain global growth leader. much bold assert center artifici intelligence.",-0.049166666666666664,0.4408333333333333,POSITIVE,0.9882625937461853
2024-12-11 12:00:00,0.296959,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.132368', 'ticker_sentiment_score': '0.231528', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.066414', 'ticker_sentiment_score': '0.229839', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.595343', 'ticker_sentiment_score': '0.362568', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.066414', 'ticker_sentiment_score': '0.128892', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.066414', 'ticker_sentiment_score': '0.229839', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","stock do consistently well Nvidia ( NASDAQ : NVDA ) past two year . since start 2023 , be around 900 % post incredible return 2023 2024 . question , Nvidia three - peat top performer 2025?2025 likely ...","stock done consist well nvidia ( nasdaq: nvda ) past two years. sinc start 2023, around 900% post incred return 2023 2024. question is, nvidia three-peat top perform 2025?2025 like ...",0.24285714285714285,0.5,POSITIVE,0.9884945750236511
2024-12-11 12:00:00,0.289344,Somewhat-Bullish,"[{'ticker': 'LNVGF', 'relevance_score': '0.072545', 'ticker_sentiment_score': '-0.015246', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.03631', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.072545', 'ticker_sentiment_score': '0.070433', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.03631', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.03631', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'INTC', 'relevance_score': '0.03631', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.072545', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPQ', 'relevance_score': '0.03631', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DELL', 'relevance_score': '0.03631', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]","Rockville , MD , Dec. 11 , 2024 ( GLOBE NEWSWIRE ) -- accord new industry report compile Fact . MR , market research competitive intelligence provider , valuation global computer hardware manufacturing market project touch us$ 295.7 billion 2024 expand ...","rockville, md, dec. 11, 2024 ( globe newswir ) -- accord new industri report compil fact.mr, market research competit intellig provider, valuat global comput hardwar manufactur market project touch us$ 295.7 billion 2024 expand ...",0.06818181818181818,0.22727272727272727,POSITIVE,0.9753085374832153
2024-12-11 11:20:08,0.24455,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.126784', 'ticker_sentiment_score': '0.069436', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.126784', 'ticker_sentiment_score': '0.069436', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.126784', 'ticker_sentiment_score': '0.069436', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.126784', 'ticker_sentiment_score': '0.105557', 'ticker_sentiment_label': 'Neutral'}]",Style Box ETF report VONG ...,style box etf report vong ...,0.0,0.0,NEGATIVE,0.9949959516525269
2024-12-11 11:20:06,0.17521,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.132368', 'ticker_sentiment_score': '0.051927', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.132368', 'ticker_sentiment_score': '0.051927', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.132368', 'ticker_sentiment_score': '0.051927', 'ticker_sentiment_label': 'Neutral'}]",sector etf report ...,sector etf report ...,0.0,0.0,NEGATIVE,0.8860077261924744
2024-12-11 09:39:24,0.329822,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.350564', 'ticker_sentiment_score': '0.189388', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.120431', 'ticker_sentiment_score': '-0.141974', 'ticker_sentiment_label': 'Neutral'}]","Tuesday , Apple Inc. AAPL CEO Tim Cook 's post meet "" slow Horses "" star Jack Lowden draw unexpected reaction Tesla Inc. CEO Elon Musk , generate speculation among social medium user .","tuesday, appl inc. aapl ceo tim cook' post meet ""slow horses"" star jack lowden drew unexpect reaction tesla inc. ceo elon musk, gener specul among social media users.",-0.05555555555555557,0.4888888888888889,POSITIVE,0.99605393409729
2024-12-11 08:12:30,0.208055,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.162255', 'ticker_sentiment_score': '0.160552', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.241284', 'ticker_sentiment_score': '0.238132', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.241284', 'ticker_sentiment_score': '0.238132', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.241284', 'ticker_sentiment_score': '0.238132', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.694113', 'ticker_sentiment_score': '0.163837', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.081552', 'ticker_sentiment_score': '-0.049862', 'ticker_sentiment_label': 'Neutral'}]","Gene Munster , managing partner Deepwater Asset Management , assert Tesla Inc. TSLA innovative company , surpass tech giant like Apple Inc. AAPL , Alphabet Inc. GOOG GOOGL , Nvidia Corporation NVDA .","gene munster, manag partner deepwat asset management, assert tesla inc. tsla innov company, surpass tech giant like appl inc. aapl, alphabet inc. goog googl, nvidia corpor nvda.",0.5,0.75,POSITIVE,0.9989264607429504
2024-12-11 07:42:08,0.078478,Neutral,"[{'ticker': 'GRMN', 'relevance_score': '0.239305', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.639128', 'ticker_sentiment_score': '0.201759', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","Apple Inc. AAPL reportedly set introduce satellite texting non - invasive blood pressure tool upcoming Watch Ultra . happen : satellite feature allow user send text via Globalstar Inc. 's gsat satellite without cellular Wi - Fi , report Bloomberg , cite ...","appl inc. aapl reportedli set introduc satellit text non-invas blood pressur tool upcom watch ultra. happened: satellit featur allow user send text via globalstar inc.' gsat satellit without cellular wi-fi, report bloomberg, cite ...",0.0,0.0,NEGATIVE,0.9978583455085754
2024-12-10 16:02:00,0.305285,Somewhat-Bullish,"[{'ticker': 'HPQ', 'relevance_score': '0.353338', 'ticker_sentiment_score': '0.443754', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.081138', 'ticker_sentiment_score': '0.141791', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DELL', 'relevance_score': '0.081138', 'ticker_sentiment_score': '0.141791', 'ticker_sentiment_label': 'Neutral'}]","HP 's 21 % YTD rise impressive , valuation market challenge suggest hold stock steady long - term gain .","hp' 21% ytd rise impressive, valuat market challeng suggest hold stock steadi long-term gains.",0.5833333333333334,0.75,POSITIVE,0.9979270696640015
2024-12-10 16:01:34,0.311893,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.154455', 'ticker_sentiment_score': '0.238552', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.504646', 'ticker_sentiment_score': '0.294582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.154455', 'ticker_sentiment_score': '-0.070855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.077593', 'ticker_sentiment_score': '0.164431', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRWD', 'relevance_score': '0.154455', 'ticker_sentiment_score': '-0.216083', 'ticker_sentiment_label': 'Somewhat-Bearish'}]","look top search item , news story people Google 2024 . 2024 U.S. presidential election draw huge attention people around world . get Monthly Picks Market 's Fastest Movers 2024 draw close , leave behind series impactful memorable news ...","look top search items, news stori peopl googl 2024. 2024 u.s. presidenti elect drew huge attent peopl around world. get monthli pick market' fastest mover 2024 draw close, leav behind seri impact memor news ...",0.25,0.7749999999999999,POSITIVE,0.9996826648712158
2024-12-10 15:00:28,0.267657,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.511256', 'ticker_sentiment_score': '0.338347', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","ever - evolve intensely competitive business landscape , conduct thorough company analysis utmost importance investor industry follower .","ever-evolv intens competit busi landscape, conduct thorough compani analysi utmost import investor industri followers.",0.2,1.0,POSITIVE,0.9997172951698303
2024-12-10 14:10:15,0.225041,Somewhat-Bullish,"[{'ticker': 'AMD', 'relevance_score': '0.213988', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.213988', 'ticker_sentiment_score': '0.033379', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.316168', 'ticker_sentiment_score': '0.201757', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.316168', 'ticker_sentiment_score': '0.201757', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSM', 'relevance_score': '0.316168', 'ticker_sentiment_score': '0.027758', 'ticker_sentiment_label': 'Neutral'}]","Taiwan Semiconductor Manufacturing Co TSM report topline growth 34 % year - - year $ 8.55 billion November 2024 . revenue January November 2024 grow 31.8 % year year $ 81.05 billion , testimony continue artificial intelligence frenzy .","taiwan semiconductor manufactur Co tsm report toplin growth 34% year-on-year $8.55 billion novemb 2024. revenu januari novemb 2024 grew 31.8% year year $81.05 billion, testimoni continu artifici intellig frenzy.",-0.6,1.0,POSITIVE,0.9239524602890015
2024-12-10 14:00:14,0.243822,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.484798', 'ticker_sentiment_score': '0.172898', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","Apple ( AAPL ) receive quite bit attention Zacks.com user lately . therefore , wise aware fact impact stock 's prospect .","appl (aapl) receiv quit bit attent zacks.com user lately. therefore, wise awar fact impact stock' prospects.",0.21666666666666665,0.5833333333333334,POSITIVE,0.9904149770736694
2024-12-10 12:15:00,0.235557,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.063928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFLX', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.774258', 'ticker_sentiment_score': '0.458269', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.113329', 'ticker_sentiment_score': '0.084003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.148963', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.148963', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UNH', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.148963', 'ticker_sentiment_label': 'Neutral'}]","Nvidia ( NASDAQ : NVDA ) follow unbelievable 2023 performance another jaw - drop year - - date gain 180 % time writing . Nvidia 's earning continue impress , expectation even growth 2025.however , investor may concern ...","nvidia ( nasdaq: nvda ) follow unbeliev 2023 perform anoth jaw-drop year-to-d gain 180% time writing. nvidia' earn continu impress, expect even growth 2025.however, investor may concern ...",0.125,0.75,POSITIVE,0.9985993504524231
2024-12-10 11:45:00,0.214468,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.089629', 'ticker_sentiment_score': '0.177049', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.13409', 'ticker_sentiment_score': '0.151772', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.044885', 'ticker_sentiment_score': '0.041776', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.044885', 'ticker_sentiment_score': '-0.004979', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.044885', 'ticker_sentiment_score': '0.220104', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","S&P 500 ( SNPINDEX : ^gspc ) way second straight year outsized return . generate total return 26.3 % last year , include dividend , be 29 % year , writing . lead pundit question whether market become ...","s&p 500 ( snpindex: ^gspc ) way second straight year outsiz returns. gener total return 26.3% last year, includ dividends, 29% year, writing. led pundit question whether market becom ...",0.13,0.4133333333333333,NEGATIVE,0.9896008372306824
2024-12-10 11:30:00,0.300627,Somewhat-Bullish,"[{'ticker': 'PYPL', 'relevance_score': '0.064797', 'ticker_sentiment_score': '0.136424', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.064797', 'ticker_sentiment_score': '0.136424', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'V', 'relevance_score': '0.535653', 'ticker_sentiment_score': '0.444658', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BRK-A', 'relevance_score': '0.064797', 'ticker_sentiment_score': '0.255731', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","since Visa 's ( NYSE : v ) initial public offering March 2008 , share produce total return ( include reinvested dividend ) 2,380 % . tremendous performance absolutely trounce 552 % total return S&P 500 index generate period .","sinc visa' ( nyse: V ) initi public offer march 2008, share produc total return ( includ reinvest dividend ) 2,380%. tremend perform absolut trounc 552% total return s&p 500 index gener period.",0.07619047619047618,0.5130952380952382,POSITIVE,0.9735832214355469
2024-12-10 11:00:00,0.241042,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.042258', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.087681', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.042258', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.087681', 'ticker_sentiment_label': 'Neutral'}]","stock soar last two year since late bull market begin , could fantastic opportunity load new investment . one simple easy way generate wealth invest exchange - trade fund ( etfs ) , bundle security ...","stock soar last two year sinc latest bull market began, could fantast opportun load new investments.on simplest easiest way gener wealth invest exchange-trad fund ( etf ) , bundl secur ...",0.2590909090909091,0.5803030303030303,POSITIVE,0.9990904331207275
2024-12-10 10:41:34,0.212224,Somewhat-Bullish,"[{'ticker': 'NYT', 'relevance_score': '0.085324', 'ticker_sentiment_score': '0.25384', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.085324', 'ticker_sentiment_score': '0.207101', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.085324', 'ticker_sentiment_score': '0.1522', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.085324', 'ticker_sentiment_score': '-0.064573', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.479683', 'ticker_sentiment_score': '0.229389', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","President - elect Donald Trump disclose plan dinner Amazon Inc. AMZN founder Jeff Bezos . happen : Meet Press interview Kristen Welker Sunday , Trump say follow Nov. 5 win , get call many people .","president-elect donald trump disclos plan dinner amazon inc. amzn founder jeff bezos. happened: meet press interview kristen welker sunday, trump said follow nov. 5 win, got call mani people.",0.43333333333333335,0.3333333333333333,NEGATIVE,0.7823593020439148
2024-12-10 09:21:00,0.318519,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.05387', 'ticker_sentiment_score': '0.012977', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.069251', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.160633', 'ticker_sentiment_score': '0.229247', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.199648', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.069251', 'ticker_sentiment_label': 'Neutral'}]","exchange - trade fund hold top - perform growth stock S&P 500 , ignore rest .","exchange-trad fund hold top-perform growth stock s&p 500, ignor rest.",0.0,1.0,NEGATIVE,0.9993346333503723
2024-12-10 09:15:21,0.134309,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.246999', 'ticker_sentiment_score': '0.088508', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.266582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.266582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.266582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.070216', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.654859', 'ticker_sentiment_score': '0.244887', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","Tesla Inc. tsla ceo Elon Musk quip x Microsoft Corp. MSFT co - founder Bill Gates could face bankruptcy Tesla become "" world 's valuable company far , "" escalate long - run dispute Gates ' short position electric vehicle maker .","tesla inc. tsla ceo elon musk quip X microsoft corp. msft co-found bill gate could face bankruptci tesla becom ""the world' valuabl compani far,"" escal long-run disput gates' short posit electr vehicl maker.",0.19999999999999998,0.6,NEGATIVE,0.9922512173652649
2024-12-10 01:51:30,0.097901,Neutral,"[{'ticker': 'APG', 'relevance_score': '0.068896', 'ticker_sentiment_score': '0.129517', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.612716', 'ticker_sentiment_score': '0.225472', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.068896', 'ticker_sentiment_score': '0.190966', 'ticker_sentiment_label': 'Somewhat-Bullish'}]","Monday , China launch antitrust investigation Nvidia Corporation NVDA . however , top analyst maintain case may go unresolved .","monday, china launch antitrust investig nvidia corpor nvda. however, top analyst maintain case may go unresolved.",0.5,0.5,NEGATIVE,0.9979548454284668
2024-12-09 19:15:00,0.325282,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.041502', 'ticker_sentiment_score': '0.152082', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.103509', 'ticker_sentiment_score': '0.14031', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.158367', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ROKU', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IHRT', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.062217', 'ticker_sentiment_score': '0.142217', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIDU', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GCI', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NNMTF', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EA', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]","NEW YORK , Dec. 9 , 2024 /PRNewswire/ -- report AI impact market trend - global digital content market size estimate grow usd 927 billion 2024 - 2028 , accord Technavio . market estimate grow cagr 15.7 % forecast period .","new york, dec. 9, 2024 /prnewswire/ -- report AI impact market trend - global digit content market size estim grow usd 927 billion 2024-2028, accord technavio. market estim grow cagr 15.7% forecast period.",0.04545454545454545,0.15151515151515152,NEGATIVE,0.662213921546936
